movie_title,review,clean_review,label
아바타- 불과 재,역시 카메룬옹 이네요! 초반 살짝 지루한감이 있지만 압도적인 전투씬과 cg가 모들걸 압도합니다. 아맥관람 필수입니다. 일반관에서 보면 재미가 반감됩니다.,역시 카메룬옹 이네요 초반 살짝 지루한감이 있지만 압도적인 전투씬과 cg가 모들걸 압도합니다 아맥관람 필수입니다 일반관에서 보면 재미가 반감됩니다,normal
아바타- 불과 재,기술력만 앞세운 영화가 아니라서 더 좋았습니다,기술력만 앞세운 영화가 아니라서 더 좋았습니다,normal
아바타- 불과 재,"그냥 환상적!!!!
한번 더 봐야겠음.
그냥 꼭 봐야함.",그냥 환상적 한번 더 봐야겠음 그냥 꼭 봐야함,normal
아바타- 불과 재,육 해 공을 잇는  아름다운 영상과  자연과 나비족이 하나되어  인간과 펼치는  마지막 전투씬은 압도적이네요자연을 지키며 자연과 공존하는 나비족  아이들의 성장과  설리 가족의 사랑   역시 아바타네요,육 해 공을 잇는  아름다운 영상과  자연과 나비족이 하나되어  인간과 펼치는  마지막 전투씬은 압도적이네요자연을 지키며 자연과 공존하는 나비족  아이들의 성장과  설리 가족의 사랑   역시 아바타네요,normal
아바타- 불과 재,요즘 보기 드문 ‘극장용’ 영화라는 생각이 들었습니다,요즘 보기 드문 극장용 영화라는 생각이 들었습니다,normal
아바타- 불과 재,대) 아바타 시리즈를 재밌게 봐서 좋았어요,대 아바타 시리즈를 재밌게 봐서 좋았어요,positive
아바타- 불과 재,이런게 영화지....ㅎㅎ,이런게 영화지ㅎㅎ,normal
아바타- 불과 재,"IMAX 로 봤어요
안경쓰고 코앞에서 보는것처럼 봐서 너무촣았어요",IMAX 로 봤어요 안경쓰고 코앞에서 보는것처럼 봐서 너무촣았어요,normal
아바타- 불과 재,그래픽을 이용한 역사의 이야기…,그래픽을 이용한 역사의 이야기,normal
아바타- 불과 재,아바타하면 완벽한 영상인데 이번화에는 더 한층업그레이드가 되서 좋았네요,아바타하면 완벽한 영상인데 이번화에는 더 한층업그레이드가 되서 좋았네요,normal
아바타- 불과 재,4DX 3D로 봤는데 영상미가 뛰어나다.,4DX 3D로 봤는데 영상미가 뛰어나다,normal
아바타- 불과 재,영화관 나와서 바로 추천하고 싶어졌어요!!,영화관 나와서 바로 추천하고 싶어졌어요,positive
아바타- 불과 재,"친구가 
오열햇습니다……….
좋은영화네요",친구가  오열햇습니다 좋은영화네요,normal
아바타- 불과 재,시리즈 정리용으로도 잘 만들어진 작품이라고 생각합니다^^,시리즈 정리용으로도 잘 만들어진 작품이라고 생각합니다,normal
아바타- 불과 재,오랜만에 재밌게 영화 관람했습니다,오랜만에 재밌게 영화 관람했습니다,positive
아바타- 불과 재,전작에서 아쉬웠던 부분들이 꽤 보완된 느낌이에요,전작에서 아쉬웠던 부분들이 꽤 보완된 느낌이에요,normal
아바타- 불과 재,"시간가는줄 모르고 재미나게 잘봤습니다 
중간에 화장실을 가야해서 스토리 일부 끊김",시간가는줄 모르고 재미나게 잘봤습니다  중간에 화장실을 가야해서 스토리 일부 끊김,positive
아바타- 불과 재,"3d 영상 잘봤습니다
3시간이 넘어 길다 느꼈지만 서사를 위해 필요한 것 같네요",3d 영상 잘봤습니다 3시간이 넘어 길다 느꼈지만 서사를 위해 필요한 것 같네요,normal
아바타- 불과 재,3시간이 길지 않게 느껴질 정도로 몰입해서 재미있게 봤어요.,3시간이 길지 않게 느껴질 정도로 몰입해서 재미있게 봤어요,positive
아바타- 불과 재,"3편이라기보다
2-2편 느낌 입니다.
플롯은 전반적으로 2편과 비슷",3편이라기보다 22편 느낌 입니다 플롯은 전반적으로 2편과 비슷,normal
아바타- 불과 재,역시 믿고보는 아바타 입니다,역시 믿고보는 아바타 입니다,normal
아바타- 불과 재,눈이 정말 즐거워서 몰입감이 좋았다,눈이 정말 즐거워서 몰입감이 좋았다,positive
아바타- 불과 재,영상미 하나는 끝내주~,영상미 하나는 끝내주,normal
아바타- 불과 재,스토리보단 아이맥스 영상이 좋아서 괜찮게 봤어요,스토리보단 아이맥스 영상이 좋아서 괜찮게 봤어요,normal
아바타- 불과 재,"아바타는 아바타입니다.
아이맥스 초강추해요~!!!",아바타는 아바타입니다 아이맥스 초강추해요,normal
아바타- 불과 재,재밌게 잘 보았습니다.,재밌게 잘 보았습니다,positive
아바타- 불과 재,"전작들의 재미난 요소만 모아 다시 만든듯한 종합선물세트..
향후 시리즈에선 더이상 뭘 더 보여줄수 있을지....",전작들의 재미난 요소만 모아 다시 만든듯한 종합선물세트 향후 시리즈에선 더이상 뭘 더 보여줄수 있을지,positive
아바타- 불과 재,툴쿤의 자각이 불러온 최고의 전투씬!!,툴쿤의 자각이 불러온 최고의 전투씬,positive
아바타- 불과 재,"숲ㆍ물ㆍ불 총출동입니다
스케일이 커서 영화관서 보는것을 추천합니다",숲물불 총출동입니다 스케일이 커서 영화관서 보는것을 추천합니다,positive
아바타- 불과 재,재밌게 잘 관람했습니다,재밌게 잘 관람했습니다,positive
아바타- 불과 재,집중해서 보지 않으면 놓칠 장면들이 꽤 있어요,집중해서 보지 않으면 놓칠 장면들이 꽤 있어요,normal
아바타- 불과 재,"딱 기대값하는 영화에요. 쿠키가없어서 후속편이 없을수도있지만, 나왔으면 하네요",딱 기대값하는 영화에요 쿠키가없어서 후속편이 없을수도있지만 나왔으면 하네요,normal
아바타- 불과 재,"1, 2편 보고 눈 높아진 분들, 안심하고 기대치 풀충전해서 가셔도 됩니다. 색다른 매력이 넘쳐서 일반관에서 보고 나면 '아, 이건 무조건 4D나 특별관으로 한 번 더 뜯어봐야겠다'는 지갑 걱정이 절로 드실 겁니다.""",1 2편 보고 눈 높아진 분들 안심하고 기대치 풀충전해서 가셔도 됩니다 색다른 매력이 넘쳐서 일반관에서 보고 나면 아 이건 무조건 4D나 특별관으로 한 번 더 뜯어봐야겠다는 지갑 걱정이 절로 드실 겁니다,normal
아바타- 불과 재,몰입감은 좋았는데 물의 길 2가 더 맞는 제목이 아닌가 싶네요..,몰입감은 좋았는데 물의 길 2가 더 맞는 제목이 아닌가 싶네요,positive
아바타- 불과 재,러닝타임 긴데 하나도 안 지루하고 계속 흥미진진하게 봄. 너무 재밌어서 영화관 나오면서 또 예매함! 아바타 시리즈 안 본 사람이면 3만 보기엔 이해 하기 어려울 수도 있음.,러닝타임 긴데 하나도 안 지루하고 계속 흥미진진하게 봄 너무 재밌어서 영화관 나오면서 또 예매함 아바타 시리즈 안 본 사람이면 3만 보기엔 이해 하기 어려울 수도 있음,normal
아바타- 불과 재,뻔하지만 일단 봐라,뻔하지만 일단 봐라,normal
아바타- 불과 재,"진짜 넘넘 재밌게 봤습니다~스케일도 크고 몰입감에 세시간반이 훌쩍 지나가더라구요~IMAX로 첫 스타트했고 4DX도 예매해뒀어요 최소 3번이상은 볼듯 합니다!!!
와~꼭들 보십시요!!!",진짜 넘넘 재밌게 봤습니다스케일도 크고 몰입감에 세시간반이 훌쩍 지나가더라구요IMAX로 첫 스타트했고 4DX도 예매해뒀어요 최소 3번이상은 볼듯 합니다 와꼭들 보십시요,positive
아바타- 불과 재,돈이 아깝지 않은 영화!,돈이 아깝지 않은 영화,normal
아바타- 불과 재,시간가는줄 모르고 봤네요,시간가는줄 모르고 봤네요,normal
아바타- 불과 재,솔직히 영상미 원툴이긴 해.. 시리즈를 거듭할수록 스토리가 진부해진다.. 아 그리고 솔직히 아바타는 3D로 봐야함..,솔직히 영상미 원툴이긴 해 시리즈를 거듭할수록 스토리가 진부해진다 아 그리고 솔직히 아바타는 3D로 봐야함,normal
아바타- 불과 재,영화 한 편 제대로 봤다는 느낌이 들었습니다,영화 한 편 제대로 봤다는 느낌이 들었습니다,normal
아바타- 불과 재,"아바타1 -2009 용산아이맥스 관람
아바타2 -패스(집에서 티비로) 본 일반인입니다.  아바타3... 1을 봤을때의 충격에는 미치지 못하지만 특별관 3개 다 싹쓸이해서 봐도 좋겠다는 생각이 들 정도네요^^ 강추.",아바타1 2009 용산아이맥스 관람 아바타2 패스집에서 티비로 본 일반인입니다  아바타3 1을 봤을때의 충격에는 미치지 못하지만 특별관 3개 다 싹쓸이해서 봐도 좋겠다는 생각이 들 정도네요 강추,normal
아바타- 불과 재,엔딩 크레딧 올라갈 때 괜히 마음이 차분해졌습니다,엔딩 크레딧 올라갈 때 괜히 마음이 차분해졌습니다,normal
아바타- 불과 재,"Awkward
오징어가 그렇게 무섭나?!",Awkward 오징어가 그렇게 무섭나,normal
아바타- 불과 재,가족 이야기 쪽에서 생각보다 공감이 많이 됐어요,가족 이야기 쪽에서 생각보다 공감이 많이 됐어요,normal
아바타- 불과 재,3시간이 긴 시간이었지만 순식간에 지나갔어요 넘 감동적이고 영상미가 너무 아름다웠어요,3시간이 긴 시간이었지만 순식간에 지나갔어요 넘 감동적이고 영상미가 너무 아름다웠어요,positive
아바타- 불과 재,"아바타 시리즈 중 젤 좋습니다
우나 체플린이 연기한 불의 부족장도 좋고
2편하고 비슷한 기시감도 있지만 2편과 3편이 이어진다고
생각하면 납득이 됩니다

정말 역시 아바타는 2000년대들어 최고의 SF 이자
3D지존",아바타 시리즈 중 젤 좋습니다 우나 체플린이 연기한 불의 부족장도 좋고 2편하고 비슷한 기시감도 있지만 2편과 3편이 이어진다고 생각하면 납득이 됩니다 정말 역시 아바타는 2000년대들어 최고의 SF 이자 3D지존,positive
아바타- 불과 재,상영시간이 길어서 표값이 아깝지는 않습니다. 재미는 그럭저럭이네요,상영시간이 길어서 표값이 아깝지는 않습니다 재미는 그럭저럭이네요,positive
아바타- 불과 재,"영상은 역시 아바타.. 
꼭 IMAX로 보세요~~  연말 흥행 계속 하겠네요
스토리는 전편만 못하지만, 영상만으로 충분히 볼거리를 제공하니 안볼이유는 없죠. 
3시간 넘게 하다보니 화장실 필히 시작전 다녀오기^^",영상은 역시 아바타  꼭 IMAX로 보세요  연말 흥행 계속 하겠네요 스토리는 전편만 못하지만 영상만으로 충분히 볼거리를 제공하니 안볼이유는 없죠  3시간 넘게 하다보니 화장실 필히 시작전 다녀오기,normal
아바타- 불과 재,올해 극장에서 본 영화 중 기억에 오래 남을 것 같아요!,올해 극장에서 본 영화 중 기억에 오래 남을 것 같아요,normal
아바타- 불과 재,역대 최고의 CG!! 최고의 액션 판타지 영화!!,역대 최고의 CG 최고의 액션 판타지 영화,positive
아바타- 불과 재,화려한 입체적 3D 시각효과와 나비족들의 텔레파시 교감을 통한 인간들과의 전쟁 속 스펙터클 비주얼의 대서사시,화려한 입체적 3D 시각효과와 나비족들의 텔레파시 교감을 통한 인간들과의 전쟁 속 스펙터클 비주얼의 대서사시,normal
아바타- 불과 재,보고 나서 바로 평점 남기고 싶어진 작품,보고 나서 바로 평점 남기고 싶어진 작품,normal
아바타- 불과 재,액션만 센 영화가 아니라는 점이 특히 좋았습니다,액션만 센 영화가 아니라는 점이 특히 좋았습니다,normal
아바타- 불과 재,사운드가 과하지 않게 잘 조절돼 있어서 보기 편했어요~ㅎ,사운드가 과하지 않게 잘 조절돼 있어서 보기 편했어요ㅎ,normal
아바타- 불과 재,정말 긴 러닝타임에 기대를 갖고 아이맥스에 3D를 봤는데 그리 기대를 충족시키지는 못하네요.,정말 긴 러닝타임에 기대를 갖고 아이맥스에 3D를 봤는데 그리 기대를 충족시키지는 못하네요,normal
아바타- 불과 재,압도적 몰입감최고 하이라이트 전투신 짱.역시 아바타^^,압도적 몰입감최고 하이라이트 전투신 짱역시 아바타,positive
아바타- 불과 재,3시간 영화가 부담스러웠는데 끝나고 나니 짧게 느껴졌어요,3시간 영화가 부담스러웠는데 끝나고 나니 짧게 느껴졌어요,normal
아바타- 불과 재,1편과 2편을 합쳐놓은 익숙하고 잘 아는 맛. 이전에 없던 새로운 것을 기대했다면 아쉬움이 더 클지도?,1편과 2편을 합쳐놓은 익숙하고 잘 아는 맛 이전에 없던 새로운 것을 기대했다면 아쉬움이 더 클지도,normal
아바타- 불과 재,시간가는줄 몰랐어요...,시간가는줄 몰랐어요,normal
아바타- 불과 재,"1편는 서울대형관 에서3D로보고 2편은거제에서3D 보고
이번에는 3편 는 2D보고 왔는데 3시간 넘는것이 지류한 
줄몰라 음  좋아 음",1편는 서울대형관 에서3D로보고 2편은거제에서3D 보고 이번에는 3편 는 2D보고 왔는데 3시간 넘는것이 지류한  줄몰라 음  좋아 음,normal
아바타- 불과 재,"최고에요
 역시 아바타
.3시간이 금방지나가요.",최고에요  역시 아바타 3시간이 금방지나가요,positive
아바타- 불과 재,아이맥스나 돌비에서 보면 만족도가 더 높을 것 같아요,아이맥스나 돌비에서 보면 만족도가 더 높을 것 같아요,positive
아바타- 불과 재,"서사도, 비주얼도 전작의 답습에서 그칠 뿐",서사도 비주얼도 전작의 답습에서 그칠 뿐,normal
아바타- 불과 재,시리즈 팬이면 더 의미 있게 보실 듯합니다ㅠ,시리즈 팬이면 더 의미 있게 보실 듯합니다,normal
아바타- 불과 재,정말 재밌게 봤어요 또 보고싶어요,정말 재밌게 봤어요 또 보고싶어요,positive
아바타- 불과 재,이야기만 보고 가도 충분히 만족할 수 있을 것 같아요,이야기만 보고 가도 충분히 만족할 수 있을 것 같아요,positive
아바타- 불과 재,"극장에서 봐야만하는 이유를 증명한 영화!
현존하는 영화 기술 집합체의 최고봉.
근데 계속 오징어볶음 생각나서 끝나고 먹음.",극장에서 봐야만하는 이유를 증명한 영화 현존하는 영화 기술 집합체의 최고봉 근데 계속 오징어볶음 생각나서 끝나고 먹음,positive
아바타- 불과 재,상영이 세시간이 넘어서 긴장했지만 시간이 후루룩 지나가네요. 믿고보는 아바타!!,상영이 세시간이 넘어서 긴장했지만 시간이 후루룩 지나가네요 믿고보는 아바타,normal
아바타- 불과 재,"3시간이라길래 허리 걱정부터 했는데, 이야기 완급 조절이 웬만한 밀당 고수 수준입니다. 단순히 눈만 즐거운 게 아니라 캐릭터들이 팽팽하게 긴장감을 잡아줘서 엉덩이 붙이고 있을 명분이 충분하네요",3시간이라길래 허리 걱정부터 했는데 이야기 완급 조절이 웬만한 밀당 고수 수준입니다 단순히 눈만 즐거운 게 아니라 캐릭터들이 팽팽하게 긴장감을 잡아줘서 엉덩이 붙이고 있을 명분이 충분하네요,normal
아바타- 불과 재,요즘 영화들보다 확실히 스케일 차이가 느껴집니다,요즘 영화들보다 확실히 스케일 차이가 느껴집니다,normal
아바타- 불과 재,지구에서 일어난 문명이 야생에게 가한 폭력을 판도라 행성으로 보여준다.,지구에서 일어난 문명이 야생에게 가한 폭력을 판도라 행성으로 보여준다,normal
아바타- 불과 재,보는 동안 집중력이 한 번도 흐트러지지 않았어요,보는 동안 집중력이 한 번도 흐트러지지 않았어요,normal
아바타- 불과 재,"아바타 대망의 마지막을 장식하는 영화
중간에 약간은 지루했지만
그래도 실망시키지 않았습니다",아바타 대망의 마지막을 장식하는 영화 중간에 약간은 지루했지만 그래도 실망시키지 않았습니다,negative
아바타- 불과 재,"잘 봤습니다
초반에는 지루했지만...",잘 봤습니다 초반에는 지루했지만,negative
아바타- 불과 재,역시 아바타. 이어지는. 내용 영상미. 즐겁게. 감상할 영화같은 실감이 깊은 감동을. 주었습니다 정말 잘. 보았습니다,역시 아바타 이어지는 내용 영상미 즐겁게 감상할 영화같은 실감이 깊은 감동을 주었습니다 정말 잘 보았습니다,positive
아바타- 불과 재,CG가 이질적이지만 #존잼,CG가 이질적이지만 존잼,normal
아바타- 불과 재,전쟁 장면인데도 이상하게 감정적으로 남는 순간들이 있었습니다ㅋㅋㅋ,전쟁 장면인데도 이상하게 감정적으로 남는 순간들이 있었습니다ㅋㅋㅋ,normal
아바타- 불과 재,극장 사운드 시스템이 왜 중요한지 다시 느끼게 해준 영화!,극장 사운드 시스템이 왜 중요한지 다시 느끼게 해준 영화,normal
아바타- 불과 재,"1,2편보다 별로였어요. 두 전편 합친  후속작 이였어요.",12편보다 별로였어요 두 전편 합친  후속작 이였어요,negative
아바타- 불과 재,CG가 튀지 않고 자연스럽게 녹아들어서 몰입에 방해가 안 됐어요,CG가 튀지 않고 자연스럽게 녹아들어서 몰입에 방해가 안 됐어요,positive
아바타- 불과 재,기술적인 완성도가 정말 높다고 느껴졌습니다,기술적인 완성도가 정말 높다고 느껴졌습니다,positive
아바타- 불과 재,Imax 3d로봤는데 처음에는 3d때문에 몰입이 안됬는데 나중에는 적응되서 오히려 집중됐음,Imax 3d로봤는데 처음에는 3d때문에 몰입이 안됬는데 나중에는 적응되서 오히려 집중됐음,positive
아바타- 불과 재,ㅠㅠㅠ 이건 꼭 극장에서 봐야해, 이건 꼭 극장에서 봐야해,normal
아바타- 불과 재,영상미 대단하네요. 내용이 점점 잔인하고 지루해지고 있어요. 더 이상 '아바타'가 아닌 내용이네요. 개인적으로 4에서 마무리짓길 희망합니다.,영상미 대단하네요 내용이 점점 잔인하고 지루해지고 있어요 더 이상 아바타가 아닌 내용이네요 개인적으로 4에서 마무리짓길 희망합니다,negative
아바타- 불과 재,엔딩이 과하지 않아서 오히려 여운이 오래 남네요,엔딩이 과하지 않아서 오히려 여운이 오래 남네요,normal
아바타- 불과 재,기대 이상의 재미와 감동이 있다,기대 이상의 재미와 감동이 있다,positive
아바타- 불과 재,전투 장면이 많아도 흐름이 끊기지 않아서 편하게 봤습니다,전투 장면이 많아도 흐름이 끊기지 않아서 편하게 봤습니다,normal
아바타- 불과 재,3시간 17분 시간 순삭이네요~,3시간 17분 시간 순삭이네요,normal
아바타- 불과 재,아바타의 시대에 살아서 행복했습니다,아바타의 시대에 살아서 행복했습니다,normal
아바타- 불과 재,오랜만에 만나니 더 기대가 되고 재미나게 잘 봤습니다,오랜만에 만나니 더 기대가 되고 재미나게 잘 봤습니다,positive
아바타- 불과 재,전작보다 이야기 밀도가 높아진 느낌이라 더 만족했습니다,전작보다 이야기 밀도가 높아진 느낌이라 더 만족했습니다,positive
아바타- 불과 재,전작들을 자기 복제한 느낌은 있지만 재미있어요,전작들을 자기 복제한 느낌은 있지만 재미있어요,positive
아바타- 불과 재,집에서 봤으면 많이 아쉬웠을 영화라 극장 선택 잘한 듯ㅎㅎㅎ,집에서 봤으면 많이 아쉬웠을 영화라 극장 선택 잘한 듯ㅎㅎㅎ,normal
아바타- 불과 재,재밌게 봤다. 근데 넘 길다.,재밌게 봤다 근데 넘 길다,positive
아바타- 불과 재,아 졸라 힐링하고옴 ㅋㅋ,아 졸라 힐링하고옴 ㅋㅋ,normal
아바타- 불과 재,아바타 재미있어요~~ 역싀~~,아바타 재미있어요 역싀,positive
아바타- 불과 재,재미가 없는 건 아님 근데 자꾸 1편느낌나고 2편느낌남 ㅠ 당연하겠지...? 시리즈물이니까 근데 너무 했던ㄱㅓ 또나오고또나오고또나오고 또 나올것 같음 ㅋ큐ㅠㅠ 30분은 줄일수잇을거 같은데 좀 줄여보지,재미가 없는 건 아님 근데 자꾸 1편느낌나고 2편느낌남  당연하겠지 시리즈물이니까 근데 너무 했던ㄱ 또나오고또나오고또나오고 또 나올것 같음 ㅋ큐 30분은 줄일수잇을거 같은데 좀 줄여보지,positive
아바타- 불과 재,극장에서 봐야 하는 이유를 처음 장면부터 바로 납득시켜주는 영화!,극장에서 봐야 하는 이유를 처음 장면부터 바로 납득시켜주는 영화,normal
아바타- 불과 재,"영어는 유니버스 공통어임
수능 영어 만점을 향해 ㄱㄱㄱㄱ",영어는 유니버스 공통어임 수능 영어 만점을 향해 ㄱㄱㄱㄱ,normal
